,Matlab Date,Time Collected PT (hhmm),Temp (deg C),Chl Volume Filtered (mL),Chl1 (mg/m3),Chl2 (mg/m3),Avg Chloro (mg/m3),Phaeo1 (mg/m3),Phaeo2 (mg/m3),Avg Phaeo (mg/m3),Nitrate (uM),Phosphate (uM),Silicate (uM) ,Nitrite (uM),Ammonium (uM),'CellCountDetection_Limit','Total_Diatoms','Akashiwo_sanguinea',Total_Tripos',Total_Cochlodinium_spp','Lingulodinium_polyedra',Total_Prorocentrum_spp','Total_Dinoflagellates','Total_Phytoplankton',DATE,SURF_SAL_PSU,BOT_SAL_PSU,SURF_TEMP_C,BOT_TEMP_C,WSPD
121,734012.339583333,810,22.1,100.0,0.76,0.75,0.75,0.32,0.34,0.33,,,,,,,,,,,,,,,2009-08-27,33.65,33.6,22.0,21.8,3.575
122,734016.34375,815,23.8,100.0,0.91,0.91,0.91,0.33,0.32,0.33,0.12,0.21,1.2,0.0,0.85,306.0,27231.0,0.0,,0.0,0.0,2448.0,8873.0,36104.0,2009-08-31,33.61,33.59,23.1,22.9,3.0416666666666665
123,734019.34375,815,25.1,100.0,0.73,0.73,0.73,0.39,0.4,0.39,0.27,0.17,1.5,0.04,0.28,,,,,,,,,,2009-09-03,33.67,33.58,25.1,22.5,2.1375
124,734023.34375,815,24.7,100.0,0.99,1.02,1.01,0.4,0.42,0.41,0.0,0.23,0.0,0.0,0.5,306.0,56603.0,0.0,,0.0,0.0,4284.0,10097.0,66700.0,2009-09-07,33.75,33.52,24.1,21.2,2.966666666666667
125,734026.34375,815,23.7,100.0,0.7,0.71,0.7,0.38,0.39,0.39,0.14,0.23,1.0,0.0,0.11,,,,,,,,,,2009-09-10,33.73,33.42,23.2,19.2,3.966666666666667
126,734030.34375,815,22.3,100.0,0.56,0.57,0.57,0.29,0.29,0.29,0.0,0.23,0.0,0.0,0.57,306.0,47424.0,0.0,,0.0,0.0,2754.0,6119.0,53543.0,2009-09-14,33.66,33.58,21.9,21.8,3.475
127,734033.339583333,810,22.3,100.0,0.65,0.64,0.65,0.22,0.23,0.23,0.09,0.21,1.2,0.0,0.25,,,,,,,,,,2009-09-17,33.63,33.53,22.0,21.2,2.825
128,734037.34375,815,22.8,100.0,1.02,0.99,1.0,0.37,0.38,0.38,0.0,0.23,1.2,0.0,0.75,306.0,121161.0,0.0,,0.0,0.0,4284.0,7955.0,129116.0,2009-09-21,33.63,33.58,22.4,22.3,3.433333333333333
129,734040.402777778,940,21.6,100.0,1.03,1.02,1.02,0.31,0.32,0.31,0.06,0.23,1.5,0.01,0.08,,,,,,,,,,2009-09-24,33.57,33.33,20.7,16.9,2.566666666666667
130,734044.339583333,810,21.4,100.0,0.74,0.77,0.75,0.32,0.34,0.33,0.49,0.27,2.0,0.0,0.52,306.0,151757.0,0.0,,0.0,0.0,612.0,6425.0,158182.0,2009-09-28,33.52,33.37,20.5,18.5,2.654166666666667
131,734047.422916667,1010,21.1,100.0,0.63,0.63,0.63,0.23,0.25,0.24,0.04,0.24,2.0,0.0,0.24,,,,,,,,,,2009-10-01,33.56,33.43,21.2,19.4,1.8708333333333331
132,734051.339583333,810,20.1,100.0,0.78,0.79,0.78,0.36,0.37,0.37,0.31,0.34,1.6,0.0,0.47,306.0,70371.0,0.0,,0.0,0.0,2142.0,8261.0,78632.0,2009-10-05,33.62,33.54,19.7,19.3,5.216666666666667
133,734054.413194445,955,18.8,100.0,1.25,1.25,1.25,0.4,0.43,0.41,0.04,0.29,2.3,0.0,0.0,,,,,,,,,,2009-10-08,33.48,33.48,18.6,18.6,1.8166666666666669
134,734058.339583333,810,18.3,100.0,0.93,0.96,0.95,0.31,0.33,0.32,0.45,0.37,2.7,0.0,1.19,306.0,41611.0,0.0,,0.0,1530.0,5201.0,14074.0,55685.0,2009-10-12,33.48,33.4,18.5,18.2,2.495833333333333
135,734061.429861111,1020,18.8,100.0,1.49,1.5,1.49,0.4,0.38,0.39,0.03,0.32,2.2,0.01,0.24,,,,,,,,,,2009-10-15,33.48,33.43,19.1,19.0,3.1333333333333333
136,734065.339583333,810,19.1,100.0,1.17,1.14,1.15,0.5,0.53,0.51,0.62,0.33,2.3,0.0,0.28,306.0,51708.0,0.0,,0.0,918.0,0.0,8261.0,59969.0,2009-10-19,33.52,33.46,19.5,19.5,2.566666666666667
137,734068.429861111,1020,19.0,100.0,1.1,1.11,1.11,0.64,0.7,0.67,0.05,0.35,2.3,0.01,0.16,,,,,,,,,,2009-10-22,33.5,33.34,19.2,17.7,3.4333333333333336
138,734072.34375,815,19.5,100.0,1.07,1.07,1.07,0.6,0.6,0.6,0.65,0.35,2.1,0.0,0.65,306.0,47118.0,0.0,,0.0,1836.0,3366.0,10709.0,57827.0,2009-10-26,33.5,33.39,19.6,18.4,2.3291666666666666
139,734075.427083333,1015,16.6,100.0,1.16,1.09,1.13,0.58,0.64,0.61,0.17,0.46,3.5,0.05,0.07,,,,,,,,,,2009-10-29,33.51,33.4,16.8,16.8,3.9875
140,734079.38125,910,16.7,100.0,1.23,1.24,1.23,0.44,0.43,0.44,0.76,0.39,2.9,0.0,0.49,306.0,53237.0,0.0,,0.0,612.0,7649.0,22029.0,75267.0,2009-11-02,33.38,33.28,16.8,15.5,2.004166666666667
141,734082.461805556,1105,17.8,100.0,1.34,1.31,1.32,0.36,0.38,0.37,0.06,0.38,3.2,0.01,0.0,,,,,,,,,,2009-11-05,33.39,33.3,17.2,16.4,2.891666666666667
142,734086.380555556,909,17.1,100.0,0.79,0.76,0.78,0.34,0.34,0.34,0.65,0.36,2.3,0.0,0.5,306.0,24783.0,0.0,,0.0,306.0,2448.0,12544.0,37327.0,2009-11-09,33.43,33.39,17.5,17.5,1.9541666666666664
143,734089.454861111,1055,17.3,100.0,0.69,0.69,0.69,0.28,0.28,0.28,0.15,0.34,3.1,0.06,0.19,,,,,,,,,,2009-11-12,33.44,33.38,17.8,17.4,2.125
144,734093.38125,910,17.2,100.0,1.09,1.09,1.09,0.29,0.3,0.29,0.75,0.37,2.3,0.0,0.76,306.0,26925.0,0.0,,0.0,3060.0,3978.0,16216.0,43141.0,2009-11-16,33.5,33.45,17.5,17.4,3.295833333333333
145,734096.475694445,1125,17.4,100.0,1.27,1.25,1.26,0.51,0.53,0.52,0.14,0.34,2.7,0.03,0.02,,,,,,,,,,2009-11-19,33.45,33.47,17.4,17.4,1.6333333333333335
146,734100.385416667,915,16.7,100.0,1.53,1.49,1.51,0.61,0.6,0.6,0.9,0.37,2.6,0.0,0.53,306.0,51708.0,0.0,,0.0,4283.0,3060.0,18970.0,70677.0,2009-11-23,33.49,33.44,17.2,17.2,1.425
147,734102.339583333,810,16.7,100.0,1.31,1.31,1.31,0.48,0.44,0.46,0.16,0.31,2.8,0.04,0.06,,,,,,,,,,2009-11-25,33.52,33.44,17.1,17.1,3.075
148,734107.38125,910,16.4,100.0,0.96,0.98,0.97,0.54,0.5,0.52,1.13,0.41,2.6,0.0,0.61,306.0,28149.0,0.0,,0.0,612.0,0.0,9179.0,37327.0,2009-11-30,33.48,33.43,16.6,16.7,5.941666666666666
149,734110.503472222,1205,16.1,100.0,1.27,1.25,1.26,0.55,0.54,0.54,0.57,0.42,3.6,0.09,0.22,,,,,,,,,,2009-12-03,33.48,33.42,16.2,16.0,3.5125
150,734114.398611111,935,15.4,100.0,1.95,1.98,1.96,0.92,1.22,1.07,1.19,0.46,3.5,0.0,0.34,306.0,52931.0,0.0,,0.0,306.0,306.0,3366.0,56297.0,2009-12-07,33.34,33.39,15.6,15.6,5.2875000000000005
151,734117.48125,1134,15.4,100.0,1.19,1.28,1.23,0.68,0.61,0.65,0.66,0.42,3.9,0.08,0.56,,,,,,,,,,2009-12-10,33.39,33.35,15.2,15.3,1.9541666666666664
152,734121.385416667,915,15.4,100.0,0.81,0.84,0.83,0.67,0.65,0.66,0.96,0.47,3.2,0.0,0.87,306.0,42223.0,0.0,,0.0,0.0,918.0,1836.0,44059.0,2009-12-14,33.37,33.33,15.5,15.5,4.195833333333334
153,734124.385416667,915,15.4,100.0,1.5,1.45,1.48,0.77,0.77,0.77,0.45,0.43,4.0,0.07,0.56,,,,,,,,,,2009-12-17,33.38,33.34,15.6,15.6,4.254166666666666
154,734128.385416667,915,15.2,100.0,1.19,1.12,1.16,0.73,0.69,0.71,0.75,0.42,3.5,0.0,1.05,306.0,27537.0,0.0,,0.0,1530.0,918.0,6425.0,33962.0,2009-12-21,33.39,33.34,15.7,15.6,1.7416666666666665
155,734135.38125,910,14.8,100.0,1.77,1.69,1.73,0.67,0.7,0.69,1.07,0.44,3.3,0.0,0.66,306.0,45588.0,0.0,,0.0,1530.0,918.0,7955.0,53543.0,2009-12-28,33.44,33.4,15.4,15.4,3.358333333333333
156,734142.339583333,810,14.7,100.0,1.86,1.64,1.75,0.67,0.86,0.77,1.27,0.46,3.9,0.0,0.49,306.0,45894.0,0.0,,0.0,306.0,2448.0,14380.0,60275.0,2010-01-04,33.45,33.39,15.2,15.0,2.452380952380953
157,734145.339583333,810,14.8,100.0,1.73,1.81,1.77,0.87,0.85,0.86,1.02,0.49,4.5,0.18,0.45,,,,,,,,,,2010-01-07,33.47,33.4,15.2,15.5,1.5916666666666668
158,734149.339583333,810,15.1,100.0,0.82,0.79,0.8,0.47,0.46,0.47,0.75,0.41,3.3,0.0,0.91,306.0,24783.0,0.0,,0.0,0.0,0.0,5813.0,30596.0,2010-01-11,33.46,33.41,15.7,15.7,2.0083333333333333
159,734152.339583333,810,15.1,100.0,0.68,0.69,0.69,0.54,0.54,0.54,,,,,,,,,,,,,,,2010-01-14,33.47,33.43,15.6,15.6,7.399999999999999
160,734157.340972222,812,15.2,100.0,0.91,0.86,0.88,0.54,0.65,0.59,0.54,0.31,3.2,0.0,1.01,306.0,28149.0,0.0,,0.0,612.0,0.0,2448.0,30596.0,2010-01-19,33.42,33.39,15.3,15.3,7.470833333333334
161,734160.34375,815,14.8,100.0,0.88,0.82,0.85,1.17,1.16,1.16,1.25,0.55,3.9,0.17,0.52,,,,,,,,,,2010-01-22,,,,,9.141666666666667
162,734163.339583333,810,15.0,100.0,0.82,0.85,0.84,0.49,0.51,0.5,0.76,0.37,3.7,0.0,1.56,306.0,31208.0,0.0,,0.0,2448.0,612.0,6425.0,37633.0,2010-01-25,33.35,33.32,15.1,15.1,4.058333333333334
163,734166.34375,815,15.2,100.0,2.16,2.11,2.14,0.82,0.78,0.8,1.1,0.52,4.5,0.21,0.26,,,,,,,,,,2010-01-28,33.39,33.35,15.5,15.5,2.9375
164,734170.339583333,810,15.1,100.0,2.17,2.26,2.21,0.68,0.8,0.74,0.43,0.29,3.5,0.0,0.21,306.0,52626.0,0.0,,0.0,3366.0,1530.0,24783.0,77408.0,2010-02-01,33.36,33.33,15.4,15.4,2.004166666666667
165,734173.339583333,810,15.3,100.0,1.29,1.27,1.28,0.72,0.72,0.72,0.49,0.37,4.2,0.1,0.2,,,,,,,,,,2010-02-04,,,,,3.0541666666666667
166,734177.34375,815,14.9,100.0,1.26,1.15,1.2,0.72,0.7,0.71,0.7,0.33,3.4,0.0,0.71,306.0,63640.0,0.0,,0.0,1836.0,1530.0,7955.0,71595.0,2010-02-08,,,,,5.608333333333333
167,734180.339583333,810,15.1,100.0,1.8,1.7,1.75,0.58,0.66,0.62,0.58,0.38,3.6,0.1,0.14,,,,,,,,,,2010-02-11,33.4,33.37,15.0,15.0,2.7583333333333333
168,734185.339583333,810,15.2,100.0,1.58,1.5,1.54,0.72,0.6,0.66,0.0,0.25,3.3,0.0,0.0,306.0,34880.0,0.0,,0.0,7343.0,8261.0,22335.0,57215.0,2010-02-16,33.37,33.34,16.3,16.1,2.6375
169,734187.34375,815,15.6,100.0,1.29,1.33,1.31,0.5,0.53,0.52,0.45,0.3,3.6,0.04,0.04,,,,,,,,,,2010-02-18,33.39,33.37,15.9,15.7,1.6083333333333334
170,734191.339583333,810,15.6,100.0,0.91,0.98,0.95,0.46,0.44,0.45,0.0,0.27,2.9,0.0,0.87,306.0,7955.0,0.0,,0.0,306.0,1530.0,1836.0,9791.0,2010-02-22,33.16,33.15,15.6,15.6,9.458333333333334
171,734195.38125,910,15.4,100.0,4.33,5.2,4.76,0.42,0.42,0.42,0.53,0.39,4.0,0.05,0.05,,,,,,,,,,2010-02-26,33.4,33.36,15.9,15.9,2.095833333333333
172,734198.339583333,810,15.4,100.0,2.96,2.88,2.92,0.56,0.55,0.56,0.39,0.27,3.3,0.0,0.41,306.0,28149.0,0.0,,0.0,18358.0,9179.0,33656.0,61804.0,2010-03-01,33.32,33.29,16.1,16.1,2.77
173,734201.339583333,810,15.7,100.0,3.07,2.96,3.02,0.75,0.84,0.8,0.04,0.36,6.4,0.02,0.17,,,,,,,,,,2010-03-04,33.23,,15.9,,7.025
174,734205.34375,815,15.4,100.0,1.25,1.23,1.24,0.59,0.6,0.6,0.25,0.24,2.8,0.0,0.62,306.0,25089.0,0.0,,0.0,3060.0,306.0,7037.0,32126.0,2010-03-08,33.33,,15.4,,7.8875
175,734208.339583333,810,14.4,100.0,3.17,3.23,3.2,0.81,0.9,0.86,2.64,0.54,8.2,0.28,0.27,,,,,,,,,,2010-03-11,33.3,33.27,15.0,14.7,5.25
176,734212.34375,815,14.3,100.0,8.43,8.29,8.36,1.36,1.46,1.41,2.21,0.37,6.2,0.0,0.47,306.0,50790.0,0.0,,0.0,35798.0,32126.0,104333.0,155123.0,2010-03-15,33.34,33.3,15.1,15.0,7.125
177,734215.339583333,810,14.5,100.0,7.75,7.56,7.65,1.49,1.68,1.59,0.24,0.25,4.8,0.07,0.18,626.0,1333584.0,0.0,,0.0,18148.0,25032.0,57574.0,1391157.0,2010-03-18,33.42,33.4,14.8,13.8,2.433333333333333
178,734219.339583333,810,15.7,100.0,2.08,2.16,2.12,0.72,0.66,0.69,0.25,0.16,0.0,0.0,1.19,306.0,429265.0,0.0,,0.0,3672.0,16828.0,28454.0,457720.0,2010-03-22,33.44,33.39,16.1,15.9,3.220833333333333
179,734222.339583333,810,16.3,100.0,0.83,0.88,0.86,0.23,0.09,0.16,0.01,0.23,2.5,0.0,0.22,,,,,,,,,,2010-03-25,33.46,33.42,16.5,16.6,2.529166666666667
180,734226.363888889,845,16.6,100.0,2.05,2.1,2.08,0.13,0.11,0.12,0.0,0.16,0.0,0.0,0.21,306.0,78020.0,0.0,,0.0,5813.0,96684.0,143802.0,221823.0,2010-03-29,33.52,33.46,16.7,16.5,3.7083333333333335
181,734229.361111111,840,15.7,100.0,2.18,2.15,2.17,0.98,1.16,1.07,0.17,0.32,3.9,0.01,0.38,,,,,,,,,,2010-04-01,33.42,33.36,15.6,15.6,5.791666666666667
182,734233.378472222,905,16.1,100.0,3.23,3.12,3.17,0.76,0.76,0.76,0.34,0.24,3.1,0.0,0.49,306.0,26925.0,0.0,,0.0,16216.0,31514.0,66088.0,93013.0,2010-04-05,33.39,33.36,16.1,16.1,7.354166666666667
183,734236.34375,815,15.7,100.0,2.2,2.33,2.26,0.76,0.81,0.79,0.13,0.35,5.3,0.03,0.38,,,,,,,,,,2010-04-08,33.47,33.42,16.5,16.5,4.05
184,734240.354166667,830,15.8,100.0,2.24,2.28,2.26,0.45,0.54,0.49,0.21,0.24,2.9,0.0,1.08,306.0,23865.0,0.0,,0.0,14074.0,10403.0,31820.0,55685.0,2010-04-12,33.46,33.4,16.0,16.0,5.258333333333334
185,734243.388194445,920,16.8,100.0,2.41,2.47,2.44,0.4,0.43,0.41,0.08,0.33,3.8,0.02,0.29,,,,,,,,,,2010-04-15,33.44,33.44,17.3,15.8,2.004166666666667
186,734247.336805556,805,16.7,100.0,2.39,2.4,2.39,0.37,0.41,0.39,0.35,0.31,3.1,0.0,1.89,306.0,44059.0,0.0,,0.0,15604.0,22641.0,46200.0,90259.0,2010-04-19,,33.43,17.4,17.2,3.9291666666666663
187,734250.378472222,905,16.1,100.0,3.62,3.6,3.61,1.01,1.04,1.03,0.34,0.4,6.1,0.05,0.41,,,,,,,,,,2010-04-22,33.44,,16.1,,7.670833333333333
188,734254.385416667,915,14.8,100.0,20.5,20.41,20.46,0.0,0.0,0.0,0.56,0.37,8.1,0.0,0.81,306.0,145332.0,0.0,,0.0,239263.0,91177.0,358894.0,504226.0,2010-04-26,33.48,33.45,15.0,14.9,2.1333333333333333
189,734258.409722222,950,14.8,100.0,11.18,10.65,10.92,0.04,0.68,0.36,5.44,0.76,11.1,0.16,0.26,,,,,,,,,,2010-04-30,33.52,33.52,14.7,13.8,10.091666666666669
190,734261.385416667,915,15.7,100.0,20.29,20.63,20.46,0.83,0.0,0.14,0.24,0.18,1.4,0.0,1.01,410.0,745427.0,410.0,,0.0,196100.0,90665.0,325329.0,1070756.0,2010-05-03,33.5,33.48,15.9,15.8,2.0791666666666666
191,734264.422916667,1010,15.3,100.0,12.09,12.31,12.2,0.95,1.06,1.01,0.28,0.42,4.2,0.02,0.41,,,,,,,,,,2010-05-06,33.53,33.49,16.0,16.2,2.2041666666666666
192,734268.388194445,920,16.7,100.0,10.06,8.99,9.53,0.0,0.87,0.12,0.2,0.2,1.9,0.0,0.61,410.0,75076.0,410.0,,0.0,112819.0,40204.0,173536.0,248612.0,2010-05-10,33.54,33.5,16.1,16.1,7.545833333333333
193,734271.339583333,810,17.3,100.0,6.74,6.85,6.8,0.6,0.49,0.55,0.04,0.18,3.4,0.01,0.45,,,,,,,,,,2010-05-13,33.57,33.52,17.8,17.6,2.5166666666666666
194,734275.427083333,1015,16.8,100.0,18.6,17.92,18.26,0.45,0.78,0.61,0.0,0.18,2.0,0.0,0.55,410.0,47589.0,410.0,,821.0,216202.0,29128.0,257638.0,305227.0,2010-05-17,33.56,33.52,16.8,16.7,2.145833333333333
195,734278.339583333,810,17.1,100.0,6.99,6.94,6.96,0.44,0.61,0.53,0.06,0.26,4.0,0.02,0.35,,,,,,,,,,2010-05-20,33.57,,17.9,,3.1916666666666664
196,734282.385416667,915,16.9,100.0,10.79,11.37,11.08,0.54,0.32,0.43,0.68,0.29,4.9,0.0,0.44,410.0,91896.0,410.0,,0.0,206356.0,31179.0,248202.0,340098.0,2010-05-24,33.61,33.57,16.9,16.7,6.741666666666667
197,734285.34375,815,18.7,100.0,1.6,1.6,1.6,0.11,0.19,0.15,0.02,0.1,5.2,0.01,0.25,,,,,,,,,,2010-05-27,33.54,33.58,18.5,14.6,2.5500000000000003
198,734289.386111111,916,17.1,100.0,4.12,4.1,4.11,0.39,0.49,0.44,0.0,0.21,4.4,0.0,0.41,410.0,866041.0,410.0,,0.0,39794.0,9846.0,56204.0,922245.0,2010-05-31,33.55,33.51,17.3,17.3,3.8375
199,734292.339583333,810,18.3,100.0,18.45,18.14,18.3,0.0,0.0,0.0,0.01,0.26,5.0,0.01,0.24,,,,,,,,,,2010-06-03,33.59,33.57,18.4,18.3,2.3666666666666667
200,734297.339583333,810,18.9,100.0,19.21,18.6,18.91,0.06,0.29,0.17,0.0,0.15,4.0,0.0,0.5,410.0,59486.0,410.0,,821.0,286355.0,77948.0,403277.0,462764.0,2010-06-08,33.63,33.6,18.9,18.9,2.7875
201,734299.339583333,810,18.3,100.0,17.1,17.06,17.08,0.07,0.06,0.06,0.0,0.23,5.1,0.02,0.12,,,,,,,,,,2010-06-10,33.62,33.59,18.5,18.6,2.75
202,734303.378472222,905,19.6,100.0,5.44,5.3,5.37,0.22,0.36,0.29,0.2,0.18,3.6,0.0,0.55,410.0,93948.0,410.0,,0.0,101332.0,22974.0,133742.0,227690.0,2010-06-14,33.65,33.6,19.4,19.1,2.2125
203,734306.378472222,905,19.3,100.0,4.27,3.95,4.11,0.2,0.39,0.29,0.0,0.16,4.0,0.01,0.18,,,,,,,,,,2010-06-17,33.64,33.59,19.4,16.1,2.841666666666667
204,734310.371527778,855,20.1,100.0,1.56,1.57,1.56,0.35,0.38,0.36,0.29,0.15,3.2,0.0,0.46,410.0,76307.0,410.0,,0.0,27077.0,10256.0,49230.0,125537.0,2010-06-21,33.68,33.64,20.2,20.4,3.254166666666667
205,734313.422916667,1010,21.1,100.0,3.42,3.29,3.35,0.28,0.25,0.27,0.0,0.09,3.9,0.02,0.22,,,,,,,,,,2010-06-24,33.72,33.61,20.7,18.8,2.433333333333333
206,734317.378472222,905,20.3,100.0,4.41,4.35,4.38,0.41,0.43,0.42,0.24,0.0,1.4,0.0,0.54,410.0,696607.0,410.0,,0.0,11077.0,41025.0,72615.0,769221.0,2010-06-28,33.72,33.67,20.1,20.1,2.6375
207,734320.375,900,20.3,100.0,5.25,5.16,5.2,0.9,1.0,0.95,0.0,0.03,1.1,0.01,0.09,,,,,,,,,,2010-07-01,33.72,33.68,20.4,20.1,1.9833333333333332
208,734324.395833333,930,18.9,100.0,3.42,3.32,3.37,0.28,0.3,0.29,0.0,0.11,0.0,0.0,0.2,306.0,533292.0,0.0,,0.0,2448.0,38552.0,66394.0,599686.0,2010-07-05,33.64,33.6,19.1,19.0,3.345833333333333
209,734326.485416667,1139,19.1,100.0,3.22,3.02,3.12,0.29,0.28,0.28,0.0,0.06,1.3,0.01,0.18,,,,,,,,,,2010-07-07,33.63,33.57,18.9,18.8,2.5541666666666667
210,734332.429861111,1020,17.2,100.0,2.03,1.98,2.01,0.67,0.72,0.69,1.55,0.38,5.5,0.0,0.51,410.0,17231.0,0.0,,0.0,0.0,16000.0,27897.0,45128.0,2010-07-13,33.57,33.56,18.1,16.8,4.404347826086957
211,734334.395833333,930,17.1,100.0,2.88,2.79,2.84,0.91,0.91,0.91,0.95,0.41,8.8,0.07,0.28,,,,,,,,,,2010-07-15,33.52,33.48,17.1,15.5,3.35
212,734338.422916667,1010,17.5,100.0,2.97,2.84,2.9,0.73,0.77,0.75,0.92,0.31,6.1,0.0,0.72,410.0,982142.0,0.0,,0.0,0.0,9026.0,21333.0,1003475.0,2010-07-19,33.54,33.5,18.2,16.5,2.6916666666666664
213,734341.38125,910,18.8,100.0,2.12,2.12,2.12,0.64,0.66,0.65,,,,,,,,,,,,,,,2010-07-22,33.53,33.49,19.0,19.0,2.5458333333333334
214,734345.375,900,19.4,100.0,1.63,1.65,1.64,0.64,0.63,0.64,0.29,0.19,1.5,0.0,0.56,410.0,56615.0,0.0,,0.0,0.0,8205.0,13949.0,70563.0,2010-07-26,33.57,33.5,19.4,16.5,2.9333333333333336
215,734348.405555556,945,18.5,100.0,2.07,2.03,2.05,0.68,0.75,0.71,0.15,0.23,3.4,0.02,0.4,,,,,,,,,,2010-07-29,33.61,33.51,19.0,17.6,3.3666666666666667
216,734352.388194445,920,19.3,100.0,1.68,1.83,1.75,0.85,0.73,0.79,0.22,0.21,3.5,0.0,0.58,410.0,95999.0,0.0,,0.0,2051.0,24615.0,40205.0,136203.0,2010-08-02,33.56,33.52,19.4,19.2,3.0500000000000003
217,734355.402777778,940,20.1,100.0,2.3,2.3,2.3,1.24,1.22,1.23,0.02,0.18,3.8,0.01,0.32,,,,,,,,,,2010-08-05,,33.46,20.1,17.8,2.208333333333333
218,734359.388194445,920,20.2,100.0,2.24,2.2,2.22,0.61,0.66,0.63,0.0,0.16,2.6,0.0,0.51,410.0,110768.0,410.0,,0.0,2462.0,30359.0,54153.0,164921.0,2010-08-09,33.58,33.47,19.8,17.0,1.7416666666666665
219,734362.388194445,920,20.8,100.0,3.16,3.11,3.13,1.53,1.59,1.56,0.03,0.11,3.2,0.01,0.33,,,,,,,,,,2010-08-12,33.63,33.49,20.9,14.8,3.3125
220,734366.371527778,855,15.4,100.0,4.19,4.1,4.14,1.78,1.93,1.86,1.81,0.35,6.0,0.0,1.91,410.0,95999.0,0.0,,0.0,410.0,23385.0,39384.0,135383.0,2010-08-16,33.52,33.47,16.9,16.0,2.3875
221,734369.413194445,955,18.6,100.0,2.82,2.7,2.76,0.96,1.06,1.01,0.17,0.27,5.1,0.02,0.41,,,,,,,,,,2010-08-19,33.48,33.45,19.0,17.2,3.5625
222,734373.413194445,955,19.1,100.0,1.77,1.77,1.77,0.62,0.6,0.61,0.14,0.27,4.4,0.02,0.63,410.0,56615.0,0.0,,0.0,410.0,5743.0,34051.0,90666.0,2010-08-23,33.49,33.45,18.9,18.8,1.7375
223,734376.385416667,915,17.8,100.0,5.29,5.29,5.29,0.86,0.92,0.89,3.26,0.6,5.7,0.11,0.96,,,,,,,,,,2010-08-26,33.5,33.47,15.3,13.6,4.678260869565217
224,734380.392361111,925,19.4,100.0,0.92,0.92,0.92,0.17,0.2,0.19,0.23,0.24,2.2,0.0,1.87,410.0,99691.0,0.0,,0.0,0.0,4923.0,10667.0,110358.0,2010-08-30,33.57,33.52,,,3.3541666666666665
225,734383.416666667,1000,19.7,100.0,3.78,3.91,3.84,0.7,0.73,0.72,0.04,0.24,2.6,0.01,0.44,,,,,,,,,,2010-09-02,33.61,33.54,20.0,17.4,3.0217391304347827
226,734387.363888889,845,17.5,100.0,3.03,3.04,3.03,0.41,0.42,0.42,0.33,0.22,2.1,0.0,0.32,410.0,19692.0,0.0,,0.0,2462.0,45948.0,69332.0,89025.0,2010-09-06,33.56,33.51,17.7,17.4,3.925
227,734389.371527778,855,17.5,100.0,4.17,3.98,4.08,0.43,0.57,0.5,0.02,0.32,3.7,0.0,1.07,,,,,,,,,,2010-09-08,33.55,33.52,17.7,17.0,3.1791666666666667
228,734394.378472222,905,17.5,100.0,1.63,1.59,1.61,0.48,0.51,0.49,0.55,0.38,4.9,0.0,2.46,410.0,60307.0,0.0,,0.0,1231.0,15180.0,27077.0,87384.0,2010-09-13,33.58,33.53,17.4,17.0,3.9333333333333336
229,734401.413194445,955,16.6,100.0,4.69,4.64,4.67,1.41,1.51,1.46,1.58,0.38,5.9,0.0,0.75,410.0,143588.0,0.0,,0.0,410.0,12308.0,35282.0,178870.0,2010-09-20,33.58,33.53,17.6,17.6,3.575
230,734404.405555556,945,17.3,100.0,2.63,2.59,2.61,0.88,0.93,0.91,0.03,0.36,5.4,0.02,0.45,,,,,,,,,,2010-09-23,33.55,33.5,16.8,15.2,2.441666666666667
231,734408.378472222,905,17.4,100.0,2.38,2.35,2.37,0.71,0.71,0.71,0.45,0.28,5.2,0.0,1.65,410.0,98871.0,0.0,,0.0,0.0,1641.0,24205.0,123075.0,2010-09-27,33.55,33.51,17.4,16.6,2.191666666666667
232,734411.409722222,950,18.5,100.0,1.25,1.27,1.26,0.4,0.42,0.41,0.01,0.43,4.2,0.02,1.93,,,,,,,,,,2010-09-30,33.53,33.5,18.6,17.4,2.975
233,734415.392361111,925,20.0,100.0,15.93,17.6,16.77,0.47,0.29,0.38,0.26,0.16,2.8,0.0,0.79,410.0,20513.0,0.0,,0.0,19692.0,552199.0,660505.0,681017.0,2010-10-04,33.52,,20.2,,3.25
234,734418.378472222,905,18.7,100.0,4.45,4.48,4.47,0.41,0.4,0.4,-0.01,0.34,3.6,0.03,0.28,,,,,,,,,,2010-10-07,33.53,33.47,18.9,18.8,1.925
235,734422.354166667,830,19.2,100.0,7.52,7.48,7.5,0.42,0.52,0.47,0.39,0.22,3.0,0.0,0.26,410.0,33230.0,0.0,,0.0,22974.0,198151.0,283073.0,316304.0,2010-10-11,33.5,33.48,19.7,19.1,3.470833333333333
236,734424.350694445,825,19.0,100.0,2.76,2.51,2.64,0.64,0.71,0.68,0.0,0.3,3.1,0.01,0.67,,,,,,,,,,2010-10-13,33.53,33.47,19.2,18.3,2.270833333333333
237,734429.363888889,845,18.9,100.0,4.85,4.66,4.75,0.52,0.6,0.56,0.22,0.15,2.5,0.0,0.0,410.0,32000.0,0.0,,0.0,4923.0,50871.0,118152.0,150152.0,2010-10-18,33.56,33.52,19.0,19.0,1.6875
